title,company,city,job_type,salary,link
Senior Python Developer,اسنپ شاپ | SnappShop,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/snappshop/jobs/CFR1/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D8%B4%D8%A7%D9%BE?_ref=16
برنامه‌نویس Python,توسعه سامانه‌های نرم‌افزاری نگین (توسن) | Tosan,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/tosan/jobs/CzZB/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D9%87%D8%A7%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D9%86%DA%AF%DB%8C%D9%86-%D8%AA%D9%88%D8%B3%D9%86?_ref=16
(Senior Back-End Developer (Python,اسنپ روم | Snapp Room,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/zoodroom-1/jobs/CzSO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-python-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D8%B1%D9%88%D9%85?_ref=16
برنامه‌نویس ارشد Python,راهکارهای مالی هوشمند سامان (موبایلت) | Mobillet,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/mobillet-1/jobs/R7Cq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-python-%D8%AF%D8%B1-%D8%B1%D8%A7%D9%87%DA%A9%D8%A7%D8%B1%D9%87%D8%A7%DB%8C-%D9%85%D8%A7%D9%84%DB%8C-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%B3%D8%A7%D9%85%D8%A7%D9%86-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84%D8%AA?_ref=16
برنامه‌نویس پایتون (Python),رایا نشر فرهنگ | Raya Nashr Farhang,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/raya-nashr-farhang/jobs/C6Mw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D8%B1%D8%A7%DB%8C%D8%A7-%D9%86%D8%B4%D8%B1-%D9%81%D8%B1%D9%87%D9%86%DA%AF?_ref=16
برنامه‌نویس Python,گروه شرکت های طرفه نگار | Torfehnegar,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/torfehnegar-3/jobs/C61q/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D8%B4%D8%B1%DA%A9%D8%AA-%D9%87%D8%A7%DB%8C-%D8%B7%D8%B1%D9%81%D9%87-%D9%86%DA%AF%D8%A7%D8%B1?_ref=16
برنامه‌نویس Back-End) Python),بازی گستران دریک | Bazigostaran Derick,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/medrick/jobs/CtrW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-python-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%B2%DB%8C-%DA%AF%D8%B3%D8%AA%D8%B1%D8%A7%D9%86-%D8%AF%D8%B1%DB%8C%DA%A9?_ref=16
Senior Software Engineer,یکتانت | Yektanet,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/yektanet/jobs/CLiI/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-%D8%AF%D8%B1-%DB%8C%DA%A9%D8%AA%D8%A7%D9%86%D8%AA?_ref=16
Python Developer,نقش اول کیفیت | Naghsh Aval Keyfiat,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/naghsh-aval-keyfiat/jobs/CLFN/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D9%86%D9%82%D8%B4-%D8%A7%D9%88%D9%84-%DA%A9%DB%8C%D9%81%DB%8C%D8%AA?_ref=16
Senior Python Developer (دورکاری),فلیکسین | Felixin,تهران، تهران,قرارداد دورکاری,(حقوق توافقی),https://jobinja.ir/companies/felixin/jobs/CFlP/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%81%D9%84%DB%8C%DA%A9%D8%B3%DB%8C%D9%86?_ref=16
Senior Back-End Developer (دورکاری),میاره | Miare,تهران، تهران,قرارداد دورکاری,(حقوق توافقی),https://jobinja.ir/companies/miare/jobs/CFkq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%DB%8C%D8%A7%D8%B1%D9%87?_ref=16
مدرس برنامه نویسی پایتون جنگو,فردیس مهر | Fardismehr,تهران، تهران,قرارداد پاره‌وقت,(حقوق توافقی),https://jobinja.ir/companies/fardismehr/jobs/Czf2/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AC%D9%86%DA%AF%D9%88-%D8%AF%D8%B1-%D9%81%D8%B1%D8%AF%DB%8C%D8%B3-%D9%85%D9%87%D8%B1?_ref=16
برنامه‌نویس ارشد Python (آقا),بهسافت | BehSoft,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۲۰,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/narmafzar-ronak-elm-o-sanat/jobs/CJkz/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-python-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%A8%D9%87%D8%B3%D8%A7%D9%81%D8%AA?_ref=16
Senior Back-End Developer,حس تازگی سفره خانواده | Hese Tazegi Sofreye Khanevadeh,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۲۰,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/amordad-trading-complex/jobs/C68z/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-%D8%AF%D8%B1-%D8%AD%D8%B3-%D8%AA%D8%A7%D8%B2%DA%AF%DB%8C-%D8%B3%D9%81%D8%B1%D9%87-%D8%AE%D8%A7%D9%86%D9%88%D8%A7%D8%AF%D9%87?_ref=16
Senior Python Developer,به اندیشان نوآور امرداد | Beh Andishane Noavar Amrdad,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۲۰,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/sepantab-1/jobs/C6vb/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D8%A8%D9%87-%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D8%A7%D9%86-%D9%86%D9%88%D8%A2%D9%88%D8%B1-%D8%A7%D9%85%D8%B1%D8%AF%D8%A7%D8%AF?_ref=16
Senior Python Developer,تیس | TiSS,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/boof/jobs/Ri8A/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D8%AA%DB%8C%D8%B3?_ref=16
برنامه‌نویس (Back-End (Python,مهندسی نرم افزار هلو | Holoo Software CO,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/torfehnegar/jobs/CSMq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-python-%D8%AF%D8%B1-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D9%87%D9%84%D9%88?_ref=16
کارشناس یادگیری ماشین (Machine Learning),گلرنگ سیستم | Golrang System,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/golrang-industrial-group/jobs/CqiT/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-machine-learning-%D8%AF%D8%B1-%DA%AF%D9%84%D8%B1%D9%86%DA%AF-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85?_ref=16
برنامه‌نویس Back-End,هوشمندنگار | HNIOT,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/hniot/jobs/RLWb/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-%D8%AF%D8%B1-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF%D9%86%DA%AF%D8%A7%D8%B1?_ref=16
برنامه‌نویس پایتون (Python),خانه و معماری | Khane va Memari,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/khane-va-memari/jobs/CcXo/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D8%AE%D8%A7%D9%86%D9%87-%D9%88-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C?_ref=16
کارشناس MongoDB,توسعه ارتباطات الکترونیک تجارت ایرانیان | Tejarat Iranian Development Digital,تهران، تهران,قرارداد پاره‌وقت,(حقوق توافقی),https://jobinja.ir/companies/tejarat-iranian-development-digital-company/jobs/CzS5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-mongodb-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C%D8%A7%D9%86?_ref=16
